date,family,sales
2013-01-02,BEVERAGES,1794.0
2013-01-02,BEVERAGES,3181.0
2013-01-02,BEVERAGES,0.0
2013-01-02,BEVERAGES,0.0
2013-01-02,BEVERAGES,597.0
2013-01-02,BEVERAGES,1693.0
2013-01-02,BEVERAGES,2277.0
2013-01-02,BEVERAGES,2424.0
2013-01-02,BEVERAGES,1309.0
2013-01-03,BEVERAGES,919.0
2013-01-03,BEVERAGES,399.0
2013-01-03,BEVERAGES,1911.0
2013-01-03,BEVERAGES,632.0
2013-01-03,BEVERAGES,987.0
2013-01-03,BEVERAGES,335.0
2013-01-03,BEVERAGES,701.0
2013-01-03,BEVERAGES,430.0
2013-01-03,BEVERAGES,817.0
2013-01-03,BEVERAGES,624.0
2013-01-03,BEVERAGES,553.0
2013-01-03,BEVERAGES,1016.0
2013-01-03,BEVERAGES,0.0
2013-01-03,BEVERAGES,0.0
2013-01-03,BEVERAGES,0.0
2013-01-03,BEVERAGES,486.0
2013-01-03,BEVERAGES,2146.0
2013-01-03,BEVERAGES,992.0
2013-01-03,BEVERAGES,334.0
2013-01-03,BEVERAGES,914.0
2013-01-03,BEVERAGES,568.0
2013-01-03,BEVERAGES,0.0
2013-01-03,BEVERAGES,3367.0
2013-01-03,BEVERAGES,566.0
2013-01-03,BEVERAGES,786.0
2013-01-03,BEVERAGES,247.0
2013-01-03,BEVERAGES,703.0
2013-01-03,BEVERAGES,1032.0
2013-01-03,BEVERAGES,499.0
2013-01-03,BEVERAGES,0.0
2013-01-03,BEVERAGES,1016.0
2013-01-03,BEVERAGES,634.0
2013-01-03,BEVERAGES,660.0
2013-01-03,BEVERAGES,1020.0
2013-01-03,BEVERAGES,474.0
2013-01-03,BEVERAGES,466.0
2013-01-03,BEVERAGES,0.0
2013-01-03,BEVERAGES,1434.0
2013-01-03,BEVERAGES,3718.0
2013-01-03,BEVERAGES,2526.0
2013-01-03,BEVERAGES,1806.0
2013-01-03,BEVERAGES,2624.0
2013-01-03,BEVERAGES,1359.0
2013-01-03,BEVERAGES,1829.0
2013-01-03,BEVERAGES,847.0
2013-01-03,BEVERAGES,1324.0
2013-01-03,BEVERAGES,2192.0
2013-01-03,BEVERAGES,0.0
2013-01-03,BEVERAGES,0.0
2013-01-03,BEVERAGES,422.0
2013-01-03,BEVERAGES,1227.0
2013-01-03,BEVERAGES,1531.0
2013-01-03,BEVERAGES,1985.0
2013-01-03,BEVERAGES,1047.0
2013-01-04,BEVERAGES,953.0
2013-01-04,BEVERAGES,460.0
2013-01-04,BEVERAGES,2585.0
2013-01-04,BEVERAGES,445.0
2013-01-04,BEVERAGES,652.0
2013-01-04,BEVERAGES,372.0
2013-01-04,BEVERAGES,809.0
2013-01-04,BEVERAGES,350.0
2013-01-04,BEVERAGES,1106.0
2013-01-04,BEVERAGES,752.0
2013-01-04,BEVERAGES,673.0
2013-01-04,BEVERAGES,1146.0
2013-01-04,BEVERAGES,0.0
2013-01-04,BEVERAGES,0.0
2013-01-04,BEVERAGES,0.0
2013-01-04,BEVERAGES,544.0
2013-01-04,BEVERAGES,1856.0
2013-01-04,BEVERAGES,1317.0
2013-01-04,BEVERAGES,483.0
2013-01-04,BEVERAGES,949.0
2013-01-04,BEVERAGES,277.0
2013-01-04,BEVERAGES,0.0
2013-01-04,BEVERAGES,3283.0
2013-01-04,BEVERAGES,370.0
2013-01-04,BEVERAGES,916.0
2013-01-04,BEVERAGES,120.0
2013-01-04,BEVERAGES,572.0
2013-01-04,BEVERAGES,925.0
2013-01-04,BEVERAGES,423.0
2013-01-04,BEVERAGES,0.0
2013-01-04,BEVERAGES,991.0
2013-01-04,BEVERAGES,637.0
2013-01-04,BEVERAGES,531.0
2013-01-04,BEVERAGES,944.0
2013-01-04,BEVERAGES,510.0
2013-01-04,BEVERAGES,574.0
2013-01-04,BEVERAGES,0.0
2013-01-04,BEVERAGES,1641.0
2013-01-04,BEVERAGES,4112.0
2013-01-04,BEVERAGES,3064.0
2013-01-04,BEVERAGES,2095.0
2013-01-04,BEVERAGES,2912.0
2013-01-04,BEVERAGES,1446.0
2013-01-04,BEVERAGES,1911.0
2013-01-04,BEVERAGES,859.0
2013-01-04,BEVERAGES,1243.0
2013-01-04,BEVERAGES,2734.0
2013-01-04,BEVERAGES,0.0
2013-01-04,BEVERAGES,0.0
2013-01-04,BEVERAGES,325.0
2013-01-04,BEVERAGES,1156.0
2013-01-04,BEVERAGES,1355.0
2013-01-04,BEVERAGES,1803.0
2013-01-04,BEVERAGES,986.0
2013-01-05,BEVERAGES,1160.0
2013-01-05,BEVERAGES,624.0
2013-01-05,BEVERAGES,2352.0
2013-01-05,BEVERAGES,801.0
2013-01-05,BEVERAGES,1095.0
2013-01-05,BEVERAGES,758.0
2013-01-05,BEVERAGES,868.0
2013-01-05,BEVERAGES,512.0
2013-01-05,BEVERAGES,2086.0
2013-01-05,BEVERAGES,1142.0
2013-01-05,BEVERAGES,1445.0
2013-01-05,BEVERAGES,1581.0
2013-01-05,BEVERAGES,0.0
2013-01-05,BEVERAGES,0.0
2013-01-05,BEVERAGES,0.0
2013-01-05,BEVERAGES,674.0
2013-01-05,BEVERAGES,2437.0
2013-01-05,BEVERAGES,1770.0
2013-01-05,BEVERAGES,686.0
2013-01-05,BEVERAGES,1478.0
2013-01-05,BEVERAGES,725.0
2013-01-05,BEVERAGES,0.0
2013-01-05,BEVERAGES,4886.0
2013-01-05,BEVERAGES,447.0
2013-01-05,BEVERAGES,608.0
2013-01-05,BEVERAGES,267.0
2013-01-05,BEVERAGES,581.0
2013-01-05,BEVERAGES,955.0
2013-01-05,BEVERAGES,698.0
2013-01-05,BEVERAGES,0.0
2013-01-05,BEVERAGES,1373.0
2013-01-05,BEVERAGES,1031.0
2013-01-05,BEVERAGES,982.0
2013-01-05,BEVERAGES,1551.0
2013-01-05,BEVERAGES,743.0
2013-01-05,BEVERAGES,574.0
2013-01-05,BEVERAGES,0.0
2013-01-05,BEVERAGES,891.0
2013-01-05,BEVERAGES,6458.0
2013-01-05,BEVERAGES,4852.0
2013-01-05,BEVERAGES,3703.0
2013-01-05,BEVERAGES,4402.0
2013-01-05,BEVERAGES,2686.0
2013-01-05,BEVERAGES,3035.0
2013-01-05,BEVERAGES,912.0
2013-01-05,BEVERAGES,2105.0
2013-01-05,BEVERAGES,3361.0
2013-01-05,BEVERAGES,0.0
2013-01-05,BEVERAGES,0.0
2013-01-05,BEVERAGES,414.0
2013-01-05,BEVERAGES,1898.0
2013-01-05,BEVERAGES,1828.0
2013-01-05,BEVERAGES,2968.0
2013-01-05,BEVERAGES,1415.0
2013-01-06,BEVERAGES,407.0
2013-01-06,BEVERAGES,615.0
2013-01-06,BEVERAGES,2433.0
2013-01-06,BEVERAGES,992.0
2013-01-06,BEVERAGES,724.0
2013-01-06,BEVERAGES,578.0
2013-01-06,BEVERAGES,867.0
2013-01-06,BEVERAGES,542.0
2013-01-06,BEVERAGES,1476.0
2013-01-06,BEVERAGES,1078.0
2013-01-06,BEVERAGES,800.0
2013-01-06,BEVERAGES,1900.0
2013-01-06,BEVERAGES,0.0
2013-01-06,BEVERAGES,0.0
2013-01-06,BEVERAGES,0.0
2013-01-06,BEVERAGES,620.0
2013-01-06,BEVERAGES,2272.0
2013-01-06,BEVERAGES,1002.0
2013-01-06,BEVERAGES,785.0
2013-01-06,BEVERAGES,1878.0
2013-01-06,BEVERAGES,1096.0
2013-01-06,BEVERAGES,0.0
2013-01-06,BEVERAGES,5474.0
2013-01-06,BEVERAGES,516.0
2013-01-06,BEVERAGES,843.0
2013-01-06,BEVERAGES,245.0
2013-01-06,BEVERAGES,720.0
2013-01-06,BEVERAGES,1368.0
2013-01-06,BEVERAGES,514.0
2013-01-06,BEVERAGES,0.0
2013-01-06,BEVERAGES,1090.0
2013-01-06,BEVERAGES,1139.0
2013-01-06,BEVERAGES,971.0
2013-01-06,BEVERAGES,1869.0
2013-01-06,BEVERAGES,577.0
2013-01-06,BEVERAGES,981.0
2013-01-06,BEVERAGES,0.0
2013-01-06,BEVERAGES,1061.0
2013-01-06,BEVERAGES,7939.0
2013-01-06,BEVERAGES,5797.0
2013-01-06,BEVERAGES,5560.0
2013-01-06,BEVERAGES,5378.0
2013-01-06,BEVERAGES,3560.0
2013-01-06,BEVERAGES,3575.0
2013-01-06,BEVERAGES,1124.0
2013-01-06,BEVERAGES,2027.0
2013-01-06,BEVERAGES,3458.0
2013-01-06,BEVERAGES,0.0
2013-01-06,BEVERAGES,0.0
2013-01-06,BEVERAGES,626.0
2013-01-06,BEVERAGES,2518.0
2013-01-06,BEVERAGES,2093.0
2013-01-06,BEVERAGES,3180.0
2013-01-06,BEVERAGES,1916.0
2013-01-07,BEVERAGES,1158.0
2013-01-07,BEVERAGES,461.0
2013-01-07,BEVERAGES,1978.0
2013-01-07,BEVERAGES,479.0
2013-01-07,BEVERAGES,513.0
2013-01-07,BEVERAGES,351.0
2013-01-07,BEVERAGES,682.0
2013-01-07,BEVERAGES,371.0
2013-01-07,BEVERAGES,1024.0
2013-01-07,BEVERAGES,768.0
2013-01-07,BEVERAGES,869.0
2013-01-07,BEVERAGES,1038.0
2013-01-07,BEVERAGES,0.0
2013-01-07,BEVERAGES,0.0
2013-01-07,BEVERAGES,0.0
2013-01-07,BEVERAGES,643.0
2013-01-07,BEVERAGES,1637.0
2013-01-07,BEVERAGES,586.0
2013-01-07,BEVERAGES,530.0
2013-01-07,BEVERAGES,847.0
2013-01-07,BEVERAGES,524.0
2013-01-07,BEVERAGES,0.0
2013-01-07,BEVERAGES,3732.0
2013-01-07,BEVERAGES,360.0
2013-01-07,BEVERAGES,682.0
2013-01-07,BEVERAGES,156.0
2013-01-07,BEVERAGES,816.0
2013-01-07,BEVERAGES,982.0
2013-01-07,BEVERAGES,375.0
2013-01-07,BEVERAGES,0.0
2013-01-07,BEVERAGES,775.0
2013-01-07,BEVERAGES,501.0
2013-01-07,BEVERAGES,624.0
2013-01-07,BEVERAGES,1050.0
2013-01-07,BEVERAGES,506.0
2013-01-07,BEVERAGES,427.0
2013-01-07,BEVERAGES,0.0
2013-01-07,BEVERAGES,988.0
2013-01-07,BEVERAGES,4373.0
2013-01-07,BEVERAGES,3074.0
2013-01-07,BEVERAGES,1941.0
2013-01-07,BEVERAGES,2378.0
2013-01-07,BEVERAGES,1341.0
2013-01-07,BEVERAGES,1921.0
2013-01-07,BEVERAGES,575.0
2013-01-07,BEVERAGES,1311.0
2013-01-07,BEVERAGES,2245.0
2013-01-07,BEVERAGES,0.0
2013-01-07,BEVERAGES,0.0
2013-01-07,BEVERAGES,461.0
2013-01-07,BEVERAGES,1185.0
2013-01-07,BEVERAGES,1673.0
2013-01-07,BEVERAGES,1700.0
2013-01-07,BEVERAGES,1008.0
2013-01-08,BEVERAGES,1029.0
2013-01-08,BEVERAGES,396.0
2013-01-08,BEVERAGES,1754.0
2013-01-08,BEVERAGES,594.0
2013-01-08,BEVERAGES,703.0
2013-01-08,BEVERAGES,402.0
2013-01-08,BEVERAGES,587.0
2013-01-08,BEVERAGES,375.0
2013-01-08,BEVERAGES,969.0
2013-01-08,BEVERAGES,715.0
2013-01-08,BEVERAGES,1580.0
2013-01-08,BEVERAGES,1000.0
2013-01-08,BEVERAGES,0.0
2013-01-08,BEVERAGES,0.0
2013-01-08,BEVERAGES,0.0
2013-01-08,BEVERAGES,417.0
2013-01-08,BEVERAGES,1848.0
2013-01-08,BEVERAGES,650.0
2013-01-08,BEVERAGES,350.0
2013-01-08,BEVERAGES,783.0
2013-01-08,BEVERAGES,420.0
2013-01-08,BEVERAGES,0.0
2013-01-08,BEVERAGES,2998.0
2013-01-08,BEVERAGES,240.0
2013-01-08,BEVERAGES,691.0
2013-01-08,BEVERAGES,125.0
2013-01-08,BEVERAGES,395.0
2013-01-08,BEVERAGES,910.0
2013-01-08,BEVERAGES,413.0
2013-01-08,BEVERAGES,0.0
2013-01-08,BEVERAGES,796.0
2013-01-08,BEVERAGES,422.0
2013-01-08,BEVERAGES,713.0
2013-01-08,BEVERAGES,825.0
2013-01-08,BEVERAGES,864.0
2013-01-08,BEVERAGES,557.0
2013-01-08,BEVERAGES,0.0
2013-01-08,BEVERAGES,562.0
2013-01-08,BEVERAGES,3703.0
2013-01-08,BEVERAGES,2323.0
2013-01-08,BEVERAGES,1464.0
2013-01-08,BEVERAGES,1983.0
2013-01-08,BEVERAGES,1104.0
2013-01-08,BEVERAGES,1318.0
2013-01-08,BEVERAGES,746.0
2013-01-08,BEVERAGES,1164.0
2013-01-08,BEVERAGES,2513.0
2013-01-08,BEVERAGES,0.0
2013-01-08,BEVERAGES,0.0
2013-01-08,BEVERAGES,247.0
2013-01-08,BEVERAGES,988.0
2013-01-08,BEVERAGES,1478.0
2013-01-08,BEVERAGES,1775.0
2013-01-08,BEVERAGES,1052.0
2013-01-09,BEVERAGES,1186.0
2013-01-09,BEVERAGES,348.0
2013-01-09,BEVERAGES,2584.0
2013-01-09,BEVERAGES,476.0
2013-01-09,BEVERAGES,622.0
2013-01-09,BEVERAGES,325.0
2013-01-09,BEVERAGES,522.0
2013-01-09,BEVERAGES,434.0
2013-01-09,BEVERAGES,876.0
2013-01-09,BEVERAGES,688.0
2013-01-09,BEVERAGES,853.0
2013-01-09,BEVERAGES,964.0
2013-01-09,BEVERAGES,0.0
2013-01-09,BEVERAGES,0.0
2013-01-09,BEVERAGES,0.0
2013-01-09,BEVERAGES,394.0
2013-01-09,BEVERAGES,2072.0
2013-01-09,BEVERAGES,964.0
2013-01-09,BEVERAGES,386.0
2013-01-09,BEVERAGES,874.0
2013-01-09,BEVERAGES,376.0
2013-01-09,BEVERAGES,0.0
2013-01-09,BEVERAGES,2781.0
2013-01-09,BEVERAGES,289.0
2013-01-09,BEVERAGES,626.0
2013-01-09,BEVERAGES,276.0
2013-01-09,BEVERAGES,683.0
2013-01-09,BEVERAGES,850.0
2013-01-09,BEVERAGES,341.0
2013-01-09,BEVERAGES,0.0
2013-01-09,BEVERAGES,974.0
2013-01-09,BEVERAGES,454.0
2013-01-09,BEVERAGES,426.0
2013-01-09,BEVERAGES,905.0
2013-01-09,BEVERAGES,445.0
2013-01-09,BEVERAGES,399.0
2013-01-09,BEVERAGES,0.0
2013-01-09,BEVERAGES,1144.0
2013-01-09,BEVERAGES,4112.0
2013-01-09,BEVERAGES,2786.0
2013-01-09,BEVERAGES,1448.0
2013-01-09,BEVERAGES,2238.0
2013-01-09,BEVERAGES,1050.0
2013-01-09,BEVERAGES,1878.0
2013-01-09,BEVERAGES,541.0
2013-01-09,BEVERAGES,1004.0
2013-01-09,BEVERAGES,2242.0
2013-01-09,BEVERAGES,0.0
2013-01-09,BEVERAGES,0.0
2013-01-09,BEVERAGES,295.0
2013-01-09,BEVERAGES,1061.0
2013-01-09,BEVERAGES,1347.0
2013-01-09,BEVERAGES,1599.0
2013-01-09,BEVERAGES,772.0
2013-01-10,BEVERAGES,847.0
2013-01-10,BEVERAGES,401.0
2013-01-10,BEVERAGES,1698.0
2013-01-10,BEVERAGES,559.0
2013-01-10,BEVERAGES,668.0
2013-01-10,BEVERAGES,342.0
2013-01-10,BEVERAGES,607.0
2013-01-10,BEVERAGES,185.0
2013-01-10,BEVERAGES,1124.0
2013-01-10,BEVERAGES,756.0
2013-01-10,BEVERAGES,860.0
2013-01-10,BEVERAGES,1011.0
2013-01-10,BEVERAGES,0.0
2013-01-10,BEVERAGES,0.0
2013-01-10,BEVERAGES,0.0
2013-01-10,BEVERAGES,421.0
2013-01-10,BEVERAGES,1667.0
2013-01-10,BEVERAGES,787.0
2013-01-10,BEVERAGES,332.0
2013-01-10,BEVERAGES,952.0
2013-01-10,BEVERAGES,438.0
2013-01-10,BEVERAGES,0.0
2013-01-10,BEVERAGES,2554.0
2013-01-10,BEVERAGES,289.0
2013-01-10,BEVERAGES,571.0
2013-01-10,BEVERAGES,124.0
2013-01-10,BEVERAGES,400.0
2013-01-10,BEVERAGES,707.0
2013-01-10,BEVERAGES,260.0
2013-01-10,BEVERAGES,0.0
2013-01-10,BEVERAGES,737.0
2013-01-10,BEVERAGES,374.0
2013-01-10,BEVERAGES,462.0
2013-01-10,BEVERAGES,731.0
2013-01-10,BEVERAGES,589.0
2013-01-10,BEVERAGES,308.0
2013-01-10,BEVERAGES,0.0
2013-01-10,BEVERAGES,780.0
2013-01-10,BEVERAGES,3411.0
2013-01-10,BEVERAGES,2012.0
2013-01-10,BEVERAGES,1163.0
2013-01-10,BEVERAGES,1779.0
2013-01-10,BEVERAGES,1033.0
2013-01-10,BEVERAGES,1186.0
2013-01-10,BEVERAGES,647.0
2013-01-10,BEVERAGES,848.0
2013-01-10,BEVERAGES,2413.0
2013-01-10,BEVERAGES,0.0
2013-01-10,BEVERAGES,0.0
2013-01-10,BEVERAGES,341.0
2013-01-10,BEVERAGES,965.0
2013-01-10,BEVERAGES,1572.0
2013-01-10,BEVERAGES,1550.0
2013-01-10,BEVERAGES,929.0
2013-01-11,BEVERAGES,1033.0
2013-01-11,BEVERAGES,501.0
2013-01-11,BEVERAGES,2013.0
2013-01-11,BEVERAGES,507.0
2013-01-11,BEVERAGES,448.0
2013-01-11,BEVERAGES,500.0
2013-01-11,BEVERAGES,676.0
2013-01-11,BEVERAGES,316.0
2013-01-11,BEVERAGES,1074.0
2013-01-11,BEVERAGES,792.0
2013-01-11,BEVERAGES,1228.0
2013-01-11,BEVERAGES,1259.0
2013-01-11,BEVERAGES,0.0
2013-01-11,BEVERAGES,0.0
2013-01-11,BEVERAGES,0.0
2013-01-11,BEVERAGES,569.0
2013-01-11,BEVERAGES,1647.0
2013-01-11,BEVERAGES,1275.0
2013-01-11,BEVERAGES,291.0
2013-01-11,BEVERAGES,694.0
2013-01-11,BEVERAGES,293.0
2013-01-11,BEVERAGES,0.0
2013-01-11,BEVERAGES,3142.0
2013-01-11,BEVERAGES,295.0
2013-01-11,BEVERAGES,695.0
2013-01-11,BEVERAGES,168.0
2013-01-11,BEVERAGES,578.0
2013-01-11,BEVERAGES,1067.0
2013-01-11,BEVERAGES,277.0
2013-01-11,BEVERAGES,0.0
2013-01-11,BEVERAGES,959.0
2013-01-11,BEVERAGES,553.0
2013-01-11,BEVERAGES,604.0
2013-01-11,BEVERAGES,978.0
2013-01-11,BEVERAGES,639.0
2013-01-11,BEVERAGES,495.0
2013-01-11,BEVERAGES,0.0
2013-01-11,BEVERAGES,873.0
2013-01-11,BEVERAGES,4276.0
2013-01-11,BEVERAGES,2525.0
2013-01-11,BEVERAGES,1610.0
2013-01-11,BEVERAGES,2357.0
2013-01-11,BEVERAGES,1168.0
2013-01-11,BEVERAGES,1901.0
2013-01-11,BEVERAGES,747.0
2013-01-11,BEVERAGES,1245.0
2013-01-11,BEVERAGES,2481.0
2013-01-11,BEVERAGES,0.0
2013-01-11,BEVERAGES,0.0
2013-01-11,BEVERAGES,311.0
2013-01-11,BEVERAGES,1213.0
2013-01-11,BEVERAGES,1547.0
2013-01-11,BEVERAGES,2261.0
2013-01-11,BEVERAGES,712.0
2013-01-12,BEVERAGES,1143.0
2013-01-12,BEVERAGES,505.0
2013-01-12,BEVERAGES,2798.0
2013-01-12,BEVERAGES,1063.0
2013-01-12,BEVERAGES,868.0
2013-01-12,BEVERAGES,669.0
2013-01-12,BEVERAGES,808.0
2013-01-12,BEVERAGES,382.0
2013-01-12,BEVERAGES,1433.0
2013-01-12,BEVERAGES,892.0
2013-01-12,BEVERAGES,1223.0
2013-01-12,BEVERAGES,1565.0
2013-01-12,BEVERAGES,0.0
2013-01-12,BEVERAGES,0.0
2013-01-12,BEVERAGES,0.0
2013-01-12,BEVERAGES,860.0
2013-01-12,BEVERAGES,2052.0
2013-01-12,BEVERAGES,2497.0
2013-01-12,BEVERAGES,436.0
2013-01-12,BEVERAGES,1412.0
2013-01-12,BEVERAGES,575.0
2013-01-12,BEVERAGES,0.0
2013-01-12,BEVERAGES,4851.0
2013-01-12,BEVERAGES,356.0
2013-01-12,BEVERAGES,656.0
2013-01-12,BEVERAGES,211.0
2013-01-12,BEVERAGES,581.0
2013-01-12,BEVERAGES,1012.0
2013-01-12,BEVERAGES,677.0
2013-01-12,BEVERAGES,0.0
2013-01-12,BEVERAGES,1192.0
2013-01-12,BEVERAGES,932.0
2013-01-12,BEVERAGES,1002.0
2013-01-12,BEVERAGES,1305.0
2013-01-12,BEVERAGES,892.0
2013-01-12,BEVERAGES,547.0
2013-01-12,BEVERAGES,0.0
2013-01-12,BEVERAGES,775.0
2013-01-12,BEVERAGES,5413.0
2013-01-12,BEVERAGES,4828.0
2013-01-12,BEVERAGES,3100.0
2013-01-12,BEVERAGES,3846.0
2013-01-12,BEVERAGES,2436.0
2013-01-12,BEVERAGES,2818.0
2013-01-12,BEVERAGES,923.0
2013-01-12,BEVERAGES,1894.0
2013-01-12,BEVERAGES,3387.0
2013-01-12,BEVERAGES,0.0
2013-01-12,BEVERAGES,0.0
2013-01-12,BEVERAGES,548.0
2013-01-12,BEVERAGES,1702.0
2013-01-12,BEVERAGES,1863.0
2013-01-12,BEVERAGES,2692.0
2013-01-12,BEVERAGES,1134.0
2013-01-13,BEVERAGES,572.0
2013-01-13,BEVERAGES,514.0
2013-01-13,BEVERAGES,2345.0
2013-01-13,BEVERAGES,951.0
2013-01-13,BEVERAGES,802.0
2013-01-13,BEVERAGES,523.0
2013-01-13,BEVERAGES,624.0
2013-01-13,BEVERAGES,590.0
2013-01-13,BEVERAGES,2195.0
2013-01-13,BEVERAGES,1222.0
2013-01-13,BEVERAGES,999.0
2013-01-13,BEVERAGES,1779.0
2013-01-13,BEVERAGES,0.0
2013-01-13,BEVERAGES,0.0
2013-01-13,BEVERAGES,0.0
2013-01-13,BEVERAGES,812.0
2013-01-13,BEVERAGES,2400.0
2013-01-13,BEVERAGES,848.0
2013-01-13,BEVERAGES,653.0
2013-01-13,BEVERAGES,2056.0
2013-01-13,BEVERAGES,1157.0
2013-01-13,BEVERAGES,0.0
2013-01-13,BEVERAGES,4691.0
2013-01-13,BEVERAGES,459.0
2013-01-13,BEVERAGES,1108.0
2013-01-13,BEVERAGES,268.0
2013-01-13,BEVERAGES,584.0
2013-01-13,BEVERAGES,1049.0
2013-01-13,BEVERAGES,440.0
2013-01-13,BEVERAGES,0.0
2013-01-13,BEVERAGES,1015.0
2013-01-13,BEVERAGES,1261.0
2013-01-13,BEVERAGES,1118.0
2013-01-13,BEVERAGES,1730.0
2013-01-13,BEVERAGES,676.0
2013-01-13,BEVERAGES,965.0
2013-01-13,BEVERAGES,0.0
2013-01-13,BEVERAGES,1116.0
2013-01-13,BEVERAGES,7078.0
2013-01-13,BEVERAGES,5691.0
2013-01-13,BEVERAGES,4165.0
2013-01-13,BEVERAGES,5054.0
2013-01-13,BEVERAGES,3090.0
2013-01-13,BEVERAGES,3807.0
2013-01-13,BEVERAGES,1114.0
2013-01-13,BEVERAGES,2319.0
2013-01-13,BEVERAGES,3139.0
2013-01-13,BEVERAGES,0.0
2013-01-13,BEVERAGES,0.0
2013-01-13,BEVERAGES,450.0
2013-01-13,BEVERAGES,2266.0
2013-01-13,BEVERAGES,1996.0
2013-01-13,BEVERAGES,3418.0
2013-01-13,BEVERAGES,1745.0
2013-01-14,BEVERAGES,1178.0
2013-01-14,BEVERAGES,312.0
2013-01-14,BEVERAGES,1617.0
2013-01-14,BEVERAGES,635.0
2013-01-14,BEVERAGES,753.0
2013-01-14,BEVERAGES,388.0
2013-01-14,BEVERAGES,619.0
2013-01-14,BEVERAGES,294.0
2013-01-14,BEVERAGES,1039.0
2013-01-14,BEVERAGES,615.0
2013-01-14,BEVERAGES,923.0
2013-01-14,BEVERAGES,1131.0
2013-01-14,BEVERAGES,0.0
2013-01-14,BEVERAGES,0.0
2013-01-14,BEVERAGES,0.0
2013-01-14,BEVERAGES,659.0
2013-01-14,BEVERAGES,1659.0
2013-01-14,BEVERAGES,849.0
2013-01-14,BEVERAGES,371.0
2013-01-14,BEVERAGES,888.0
